Job_Title,Industry,Company_Size,Location,AI_Adoption_Level,Automation_Risk,Required_Skills,Salary_USD,Remote_Friendly,Job_Growth_Projection,Salary_Band,Risk_Adoption_Combo
Hr Manager,Manufacturing,Medium,London,Medium,Medium,Sales,72017.77803145545,No,Stable,Low,Medium_Medium
Marketing Specialist,Retail,Small,Berlin,High,High,Python,113976.70593422712,No,Decline,Very High,High_High
Software Engineer,Telecommunications,Small,Tokyo,Low,Medium,Marketing,74201.47949423481,No,Growth,Low,Medium_Low
Data Scientist,Energy,Large,Sydney,Medium,Low,Cybersecurity,95170.43829439246,Yes,Decline,High,Low_Medium
Cybersecurity Analyst,Education,Medium,London,Low,High,Data Analysis,90764.66870432477,No,Decline,Mid,High_Low
Ai Researcher,Education,Large,San Francisco,Low,Medium,Cybersecurity,119961.89125142244,No,Growth,Very High,Medium_Low
Cybersecurity Analyst,Energy,Medium,Berlin,Medium,High,Ux/Ui Design,79936.87535889974,No,Decline,Mid,High_Medium
Sales Manager,Transportation,Medium,Tokyo,Medium,High,Sales,97622.96093308643,Yes,Growth,High,High_Medium
Data Scientist,Telecommunications,Medium,Berlin,Low,Medium,Machine Learning,105821.3940455222,Yes,Stable,Very High,Medium_Low
Cybersecurity Analyst,Telecommunications,Small,London,Low,High,Ux/Ui Design,119794.99214641162,No,Decline,Very High,High_Low
Cybersecurity Analyst,Energy,Large,Dubai,High,Low,Ux/Ui Design,79644.93309909466,Yes,Stable,Mid,Low_High
Operations Manager,Healthcare,Large,Paris,High,Low,Python,77642.1506253524,Yes,Stable,Low,Low_High
Hr Manager,Entertainment,Medium,Berlin,Medium,High,Project Management,68764.37892079895,Yes,Decline,Low,High_Medium
